message_id,date,themes,reaction_score,text
789,2025-10-06,behavior_change|community_practice|automation_agents|content_creation|meta_skills,30,"очень трепетно держу внутри и  забираю ощущение от комьюнити. люди, вы очень вдохновляете!

мы только что провели наш последний звонок на потоке vibe coding. 

целый час делились, как у каждого из нас поменялось отношения к вайб-кодингу и chat gpt за эти 3 недели: 

Теперь есть ощущение — что я всё могу!

Моё главное впечатление — разблокировка творческой мысли. Начала замечать, что решение задач, проблем, стало отличаться от прежнего. Новые дорожки и тропинки появились в мозге. 

Я чувствую какой-то огромный общий заряд, состоящий из творческих порывов каждого участника. Так здорово видеть единомышленников и едино интересующихся! Спасибо всем!

О, еще один прорыв: не могла понять, почему партнер сидит с каким-то черным экраном все ночи на пролет и ничего не слышит.. а это n8n и курсор оказывается😂теперь через плечо перевешиваюсь и вопросы задаю

Добавлю тоже, что чатик учит общению с людьми. Начинаешь понимать, что часто ты просто не даешь людям достаточно контекста. А они — тебе. Я стала общаться с окружающими иногда как с чатом. «Скажи, как ты меня понял»,  давать контекст, описывать не только свою мысль, а всю цепочку мыслей))

Для меня самым главным прорывом стал курсор. и очень трепетно держу внутри и  забираю ощущение от комьюнити. люди, вы очень вдохновляете!

→ дайджест интенсива [https://t.me/gptlovers/783]
→ Что помогает участникам продвигаться к результатам в своих проектах [https://t.me/gptlovers/785]

Следующий поток — 17 ноября. 
Фокус на мета-навыках. Подробности уже скоро 😉

→ записаться на следующий поток [https://t.me/gptconf_bot?start=start]"
799,2025-10-20,business_process|behavior_change|community_practice|content_creation,255,"поменяем ваше представление о gpt раз и навсегда одним промптом:) 

одна из самых трансформационных механик на наших потоках — коуч-промпт. механика простая:

1)  каждое утро вы сгружаете в него свои мысли, планы на день, чувства, переживания. важно — говорить максимально честно и не фильтровать (можно голосовыми сообщениями).

2)  каждый вечер вы сгружаете результат дня: что получилось, что не получилось, как вам было в процессе, что чувствуете и т. д.

что говорят участники:
- Димин коуч-промпт в последние недели уже сильно помогает: перепрошиваю себя и жизнь, нахожу узкие места, строю новую жизнь с большим количеством радости и наполненности.
- промпт от Димы вывел на новый уровень.
- курс ещё не начался, а уже огромное спасибо!
- коуч-промпт Димы сейчас почти как терапевт на поддержке.

мы решили сделать коуча публичным и доступным для всех, чтобы каждый на себе почувствовал потенциал gpt, когда он не просто справочник или «мастер по текстам», а бро, бадди, дружище.

в ботике есть подробная инструкция, как добавить коуча себе. в комментах обязательно поделиться своими ощущениями и первым впечатлением от коуча 😉

→ чему мы учим на самом деле [https://t.me/gptlovers/798]
→ записаться на следующий поток 17 ноября [https://t.me/gptconf_bot?start=start]

→ добавить коуч-промпт [https://t.me/gptconf_bot?start=start]"
801,2025-10-21,business_process|behavior_change,106,"«я сегодня уволился»
«а я полностью сменил сферу и теперь занимаюсь ai»
«а я уволился ещё до старта обучения»

забавный факт: прошлый поток стал рекордным по числу людей, которые уволились или сменили карьеру.

два года назад всё начиналось с того, что gconf был интенсивом просто про технологии и «кнопочки» в chatgpt.

сейчас уже всё иначе.
с каждым потоком мы видим всё больше кейсов, когда меняется жизнь людей: это уже про наше место в новом мире вместе с технологиями.

сейчас самые актуальные вопросы:
- как адаптироваться к новому миру?
- что это за «новый мир»?
- как интегрировать ai в жизнь, чтобы он был её частью, а не казался сложным?
- как качественно улучшить весь процесс взаимодействия с ai?
- какое мышление и навыки помогают?
- чему я хочу уделять больше времени и внимания — и как ai может с этим помочь?

и не менее важная сторона:
- как не стать глупее при постоянном использовании ai
- где границы терапии и коучинга вместе с ai?
- как научиться выходить из цикла раздражения на ai?

много вопросов и мало ответов (но это пока) 

в эту пятницу в 15:00 мск Дима Мацкевич и Лена Дегтярь проведут эфир в нашем телеграм-канале. Разберём эти темы и ответим на ваши вопросы.

приходите и отправляйте друзьям, которых хотите вдохновить. 

→ ссылочка на регистрацию на эфир [https://t.me/gptconf_bot?start=start]
→ чему мы учим на самом деле [https://t.me/gptlovers/798]

→ записаться на следующий поток 17 ноября [https://t.me/gptconf_bot?start=start]"
815,2025-10-23,business_process|behavior_change|community_practice|content_creation|meta_skills,25,"идея, к которой я не могла подступиться

мы сейчас пересматриваем все прошлые потоки мета-навыки и постоянно встречаем очень крутые кейсы ребят. вот один из них с прошлого потока по мета-навыкам

Я поздно присоединилась к обучению, но очень рада, что всё-таки решилась! Открыла для себя ещё больше интересных способов использования чата. Спасибо всем , кто делится опытом, это очень питательная среда 💙

Хочу поделиться своим кейсом. У меня долго была идея, к которой я не могла подступиться, потому что казалось, что для её реализации нужно слишком много компетенций. А потом я решила снять всю эту важность, подойти к процессу через любопытство и вместе с чатом поискать формы, в которых её можно воплотить.

Уже несколько лет я работаю над большой серией, посвящённой сотворению человека, и давно хотела превратить эскизы в набор метафорических карт. Этот формат идеально ложится на мою концепцию. Каждая карта должна была отражать определённый этап пути от зачатия до рождения, включая периоды покоя, роста, кризиса и прорыва.

Сначала не всё складывалось, но в итоге мы с чатом выстроили весь процесс, и я очень довольна результатом. Думаю, что на этапе вёрстки ещё буду дорабатывать тексты, но сам факт, что за три недели удалось создать целостную структуру, это восторг. Такого сотворчества я не ожидала!

Особенно меня впечатлило, как чат увидел мои картины. Я загружала ему работы, спрашивала, что он в них видит, и это, конечно, потрясающе, как он смог «почувствовать» смыслы!💔💔💔

завтра на эфире с Димой и с Леной Дегтярь обсудим, что такое мета-навыки в новом и мире и почему не стоит постоянно откладывать на потом свою дружбу с ai, и ответим на все ваши вопросы. 

старт завтра в 15:00 мск 
эфир в наше канале 

→ эфир с Димой в пятницу [https://t.me/gptlovers/801]
→ расписание и программа интенсива  [https://t.me/gptlovers/803?single]

→ записаться на следующий поток 17 ноября [https://t.me/gptconf_bot?start=start]"
828,2025-10-28,daily_use|business_process|community_practice|meta_skills,19,"Ребят привет!  
Скопирую свое интро из Gconf 9 (и потом расскажу что изменилось)

Я владелец компании которая копает траншеи.. даже как то не удобно такое после вас всех писать 😄

Ладно.. не только копает, мы оч много проектируем, в т.ч. благоустройство (парки, общественные пространства), пишем для всего этого свой софт и постоянно ищем, что еще в нашу IT-отсталую отрасль можно прикрутить.

Слушаю курс Ольги Соколовой и вот на встрече ее участников gconf горячо советовали - поэтому я тут.

Кроме рабочего.. бегаю, катаюсь на велике, не плаваю, еще спортивное ориентирование и горы.

Что изменилось с сентября?! Да вообще все  🚀🚀🚀

Я запустил 2 проекта которые каждый день экономят силы и средства моей команды, 1 из них еще до начала этого курса выйдет на рынок! 

Границы когда я понимал, что вот дальше мне нужны разрабы сильно подвинулись (я еще не понял насколько 😎)

Идеи больше не попадают на кладбище они попадают на конвейер 🔥 это вдохновляет невероятно!

это мы уже начали знакомиться с ребятами в чатике. 
у нас действительно много тех, кто пошёл после вайб-кодинга на мета-навыки, чтобы качнуть свой навык ещё сильнее. 
до старта потока ещё 3 недели, а в эту пятницу делаем уже первый зум для ребят с Димой, чтобы прям разогреться и настроиться на этот поток. 

→  [https://t.me/gptlovers/795]расписание и программа интенсива [https://t.me/gptlovers/803?single]
→ подробности про поток мета-навыки  [https://t.me/gptlovers/791]

→ записаться на следующий поток 17 ноября [https://t.me/gptconf_bot?start=start]"
842,2025-10-31,daily_use|business_process|content_creation|meta_skills,15,"за сутки сделала столько, сколько не могла сделать за последний месяц

мы уже начали знакомиться в чатике потока с ребятами. 
честно сказать — мы в восторге от вас. только посмотрите, с какими запросами и историями заходят ребята: 

Я за сутки с коучем от Димы сделала столько, сколько не могла сделать за последний месяц. С этим интенсивом хочу вновь оживить свою творческую часть натуры и «разморозиться»

В повседневной жизни уже не знаю как жить без ChatGPT, но интуитивно чувствую что не использую потенциал даже на 10%, поэтому хочу углубиться и внедрить по максимуму инструменты во все сферы в жизни. 

Взаимодействие с ИИ у меня похоже на айсберг - я топчусь на его поверхности и никак не могу засунуть голову под воду, чтобы открыть для себя весь масштаб этого чудо-инструмента. Кажется, что все уже летят в космос со своими нейронками, а у меня до сих пор chat gpt - это всего лишь улучшенная версия гугл-поиска, средней компетентности доктор, ну и немного копирайтер. Чаще всего я сталкивалась с разочарованием от примитивности текстов, которые просила его написать, и даже накидывание дополнительных мыслей не давали удовлетворяющих меня результатов. Я поняла, что chat gpt меня не понимает. Нужно что-то менять в своем подходе)

Мне очень хочется себе такого бадди, который поможет покрутить идеи (одна голова хорошо, а две хорошо-хорошо), в нужном месте меня притормозит, а где-то даст буст. Но при этом, который не будет расстраиваться, если я мало внимания уделяю ему 

И есть внутреннее ощущение, что это ИИ. При этом мой уровень использования GPT и подобных — отрицательный (встроенное нейроны Алису считается?). 

Я пришла с предыдущего 9 потока, на котором у меня получилось создать маленькую, но гордую фабрику контента для своего side проекта. Теперь мне хочется пересмотреть/посмотреть под другим углом на свое взаимодействие с gpt. Как ИИ помогает мне сейчас: лично - помогает структурировать хаос бытовых вопросов, связанных с питанием, спортом, обучением; в рабочей среде - разгоны идей до прототипа, расчеты нагрузки и планирование под имеющиеся ресурсы, сокращение затрат ресурсов за счет стандартизации и шаблонов системных действий.

Что касается самого ИИ, то раньше его почти не было в моей жизни, разве что Гугл, но это совсем другое. Сейчас я уже использую его: в работе с текстами, в поиске нормативной базы, в подготовке документов.

В будущем я бы хотел, чтобы ИИ стал моим ассистентом и помощником и не только по работе, но и по жизни.
Хочу научиться видеть в нём не инструмент, а партнёра, с которым можно думать, создавать и развиваться.

Я использую ChatGPT то тут то там, но это не встроено в процесс жизни. На интенсиве хочу научиться использовать ИИ не точечно, а как-то системно, понимать больше кейсов, где я могу его применять.

те, кто уже зашёл на поток, уже идут в работу. 
кто-то посмотрел первые видео-уроки от Лёши по техбазе, кто-то уже полноценно работает с gpt-коучем. 

основную часть обучения мы стартуем через 2 недели и ждём вас 🫂
если вы сомневаетесь, то напишите нам и мы разберём ваш кейс @gconfsupport

→  [https://t.me/gptlovers/795]расписание и программа интенсива [https://t.me/gptlovers/803?single]
→ мета-навыки и вайб-кодинг: куда мне пойти?  [https://t.me/gptlovers/830]

→ записаться на следующий поток 17 ноября [https://t.me/gptconf_bot?start=start]"
850,2025-11-17,business_process|behavior_change|community_practice|content_creation|meta_skills,21,"160+ участников потока 🔥

стартанули поток по мета-навыкам и уже провели первый звонок. пока ещё вкатываемся и разогреваемся, узнаём друг друга и завтра уже пойдём в первую практику. 

на себе прочувствуем весь опыт работы с tone of voice, контекстом и разгоним своё любопытство. 

самые живые вопросы сегодняшнего звонка: 

«как выстроить эффективные, безопасные и живые отношения с GPT — от настройки до глубокой персонализации?»

«как не передать GPT решения своей жизни?»

«можно ли задать тон GPT навсегда — без плизинга, с критикой?»

«как разогнать свою игривость с чатом gpt? Сейчас у меня проблема белого листа. Любая идея скатывается в какую то полезность и эффективность. (Коуч промт уже заметил это во мне, и я в восторге от изменений уже)». 

со всем этим будем разбираться на потоке по мета-навыкам. в течение этой недели ещё можно успеть зайти на поток. и в воскресенье мы закроем продажи. 

→  [https://t.me/gptlovers/795]расписание и программа интенсива [https://t.me/gptlovers/803?single]
→ мета-навыки и вайб-кодинг: куда мне пойти?  [https://t.me/gptlovers/830]

→ записаться на поток 17 ноября [https://t.me/gptconf_bot?start=start]"
857,2025-12-16,behavior_change,36,"«я сегодня уволилась с работы, потому что хочу всё время посвятить своему проекту»

«я несколько недель жил с большим чувством пустоты… когда появился G‑Conf, он очень круто дал внутреннюю опору»

«мне сделали оффер, и я от него отказалась, потому что считаю, что эта компания просто вылетит с рынка через год»

забавный факт: прошлый поток vibe coding стал рекордным по числу людей, которые уволились или сменили карьеру.

два года назад gconf был интенсивом про технологии и «кнопочки» в chatgpt.

сейчас уже всё иначе. 
с каждым потоком мы видим кейсы, когда меняется жизнь людей. не просто задачи решаются быстрее.
люди меняют профессию, запускают проекты, увольняются с работы. 

это уже не про кнопочки. это про наше место в новом мире вместе с технологиями. про то, как технологии расширяют наши возможности и потенциал. 

сейчас самые актуальные вопросы:

как адаптироваться к новому миру?
как интегрировать ai в жизнь так, чтобы он был её частью?
какое мышление помогает?
как не стать глупее при постоянном использовании ai?
а что уже возможно с помощью ai? 

много вопросов и мало ответов, но это пока 😉

→ первые подробности про этот поток [https://t.me/gptlovers/853] 
→ что такое вайб-кодинг и как про это думать (эфир Димы и Лёши) [https://t.me/gptlovers/778]

→ запись на vibe coding 19 января [https://t.me/gptconf_bot?start=start]"
865,2025-12-29,business_process|behavior_change|content_creation,26,"в вайб-кодинге меня смущает кодинг (из нашего саппорта) 

сегодня целый день отвечали на ваши вопросы в саппорте. топ-3 самых частотных про поток вайб-кодинг: 
1) можно ли на поток совсем не программистам? 
2) у меня нет конкретной цели на поток, стоит ли заходить? 
3) как я могу для себя использовать вайб-кодинг? 

рассказываем 👇

можно ли совсем не программисту

на всех наших потоках 80% это люди, которые никогда не трогали код руками и не знают, что такое деплой, гитхаб, ревью и так далее. 

как сказал Дима Мацкевич на одном из наших внутренних звонков: если у тебя есть рот, то ты можешь вайб-кодить. звучит кринжово, но это так. 

феномен вайб-кодинга в том, что он делает доступным то, что раньше было доступным только разработчикам и нужны были бюджеты на команду. и ещё куча времени. 

например, вы маркетолог. вам надо сделать сайтик. 
в старом мире: 
- идём к копирайтеру, чтобы подготовить текст 
- идём к дизайнеру, чтобы собрать дизайн 
- идём к верстальщику, чтобы это всё сверстать + закинуть хотя бы в тильду 

в новом мире: 
- идём в gpt разгонять структуру ленда, текстик, как мы хотим, чтобы это выглядело
- идём, например, в lovable и за часик собираем, комментируя, что вам нравится / не нравится. это очень простой и маленький кейс, но на нём видно сразу: экономия времени, денег 

и ещё частый фидбэк: я получаю много удовольствия от того, что это я сам(а) собрала вместе с ai и оно работает, и это случилось очень быстро. 

у меня нет цели на поток, стоит ли заходить
на каждом потоке у нас есть священное правило: первую половину потока нельзя трогать рабочие задачки. совсем. задача первой половины  — как можно больше поиграть, раскачать любопытство, понять текущие кейсы, инструменты, вдохновиться и самое главное: получить опыт, когда вы сами что-то собираете ручками и оно очень простое, и оно работает. 

когда мы получили опыт на простых штуках, тогда можно идти в более сложные и подключать работу. учимся ходить перед тем, как начать бегать. 

я {ваша профессия}, как ai / вайб-кодинг поможет мне? 

вопрос связан с ответом на вопрос выше, но добавим ещё пару тезисов: 

мы всем участникам выдаём коуч-промпт от Димы и с ним полезно обсуждать, как вы можете применить вайб-кодинг в свою профессию. 

когда вы получите опыт на своих личных экспериментах и поймёте, а что уже можно делать, то дальше вам станет понятно, как это можно добавить в рабочие моменты. 

например, мы уже ничего не делаем без ai. 
начиная от планирования задач на день до разработки.  
в следующем посте расскажем подробнее, какие темы и блоки пройдём на потоке. 

а пока можно всегда проконсультироваться в нашем саппорте [https://t.me/m/4_YSf8mfNzk6]
увидимся на потоке! 

→ первые подробности про поток по вайб-кодингу [https://t.me/gptlovers/853] 
→ вдохновиться [https://t.me/gptlovers/864] 

→ запись на vibe coding 19 января [https://t.me/gptconf_bot?start=start]"
896,2026-01-11,business_process|behavior_change|community_practice|automation_agents|content_creation|meta_skills,21,"всем курсор! 

так, я не могу не выгрузить сюда эту эмоцию. так как она первая! и сейчас час ночи. куда-то надо зафиксировать:
Курсор это чтоооо за волшебствоооо 😍
А я что за кура, сидела и в ус не дула 
Думала мне не надо 
А мне оказывается только это и надо было всё ))
Мне аж жарко стало от радости))) давно не помню таких ощущений от новых ‘узнаваний!
Ребят, всем курсор! 😂

это как если бы вместо 5 личных системных аналитиков всех сфер моей жизни мне бы предложили одного, который в 10 раз быстрее, смышленей и опытнее, и самообучается без доп затрат) и почти не ошибается 
то есть я сегодня загрузила 1 файл на пробу джорналинг за все дни, и он проанализировал и дал мне: главные инсайты, обнаружил основные паттерны, критические связи между ними, приоритеты - что можно начать менять 
Дал метрики для отслеживания изменений и тд 

в общем первое соприкосновение - очень приятное! просто я люблю систему, но сама по структуре своей не системная)) такой вот парадокс 
И наконец-то у меня есть бро, который за меня все по полочкам будет раскладывать, анализировать и переваривать и главное что он может формировать по запросу из этих данных модели и направления движения в будущее, то есть где я могу в своей жизни больше опираться на данные и знания о себе же) чтобы где-то «срезать» путь или же наоборот прогуляться подольше или вообще пойти в другую сторону 

обсуждаем cursor в одном из чатиков. на потоке по вайб-кодингу cursor — наша центральная звёздочка. разберем, как через курсор: 
- создавать новые продукты: от лендингов до ботов и приложений 
- автоматизировать рутинные процессы 
- собрать своё ai-first рабочее пространство и наладить работу с контекстом 

увидимся на потоке! 
в понедельник в 11 мск встречаемся на звонок пред-обучения с Димой (подробности уже в чате потока)

→ create, automate, workspace: что вас ждёт на потоке? [https://t.me/gptlovers/872]
→ кейс, который точно вам пригодится  [https://t.me/gptlovers/866]

→ запись на vibe coding 19 января [https://t.me/gptconf_bot?start=start]"
897,2026-01-12,behavior_change,16,"что меня сюда привело? 

сегодня провели теплейшний звоночек в рамках пред-обучения про то, как взять максимум. на звонке выгружали в общий костёр, что нас сюда привело. делимся с вами: 

первое что меня сюда привело это фомо. здесь мне на душе хорошо что уже у меня фомо там процентов на шестьдесят падает. 

я пришла конкретно за синхронизацией, чтобы переходить к интеграции всех инструментов в слаженную систему а не переход от пяти вкладок туда-обратно

тоже фомо. просто не успеваю в каком-то огромном количестве разных задач. хочется выстроить пропорциональную систему управления задачами разными сферами жизни

мной движет любопытство и интерес. верю, что эти тулы можно использовать как своих союзников, которые позволят развиваться эффективнее

я купилась на слова трансформация. застряла в паттернах своего мышления. хочется посмотреть, как я могу действовать и мыслить по-другому

постоянное чувство того, что я не успеваю за динамикой того, что происходит в мире.нужно пространство, где я буду узнавать новое

запись звонка с пред-обучения уже опубликована вместе с саммари, транскриптом и инфографикой, поэтому если пропустили, то сможете посмотреть в записи 🤘

→ create, automate, workspace: что вас ждёт на потоке? [https://t.me/gptlovers/872]
→ кейс, который точно вам пригодится  [https://t.me/gptlovers/866]

→ запись на vibe coding 19 января [https://t.me/gptconf_bot?start=start]"
900,2026-01-19,,17,"теплейший первый звоночек потока вайб-кодеров 🫶 

«я сюда пришёл, потому что у меня есть ощущение, что я много всего пробую, но это не складывается в одну систему. хочется наконец-то собрать это в одно место»

«у меня был запрос не на кодинг как таковой, а на то, чтобы перестать бояться начинать что-то новое, где я ничего не понимаю»

«меня лично больше всего вдохновляют не готовые успехи, а когда человек вообще не понимает, как, но всё равно идёт и пробует»

«когда вы рассказывали, что можно просто начать делать, даже если непонятно, это как будто сняло напряжение. типа, окей, так можно»

«мне откликнулось, что здесь не ждут, что ты сразу будешь умным. это редкое ощущение»

мы здесь не за тем, чтобы сразу понять. мы здесь за тем, чтобы начать делать, и через это постепенно начать понимать.

ещё до конца недели можно будет зайти на этот поток. если чувствуете желание вписаться в этот поток, то сейчас самое время 🫶

→ create, automate, workspace: что вас ждёт на потоке? [https://t.me/gptlovers/872]
→ кейс, который точно вам пригодится  [https://t.me/gptlovers/866]

→ запись на vibe coding 19 января [https://t.me/gptconf_bot?start=start]"
926,2026-02-16,,41,"женя открыла курсор и увидела пространство, в котором нифига не понятно.

поверх непонимания сразу поднялись старые больки: «я не способна разбираться в технике, у меня никогда не получается и вот это вот всё».

но она села напротив chatgpt и начала не повторять за кем-то, а прояснять ровно то, что живо прямо сейчас. вижу экран — нифига не понятно — скинула скрин — попросила объяснить. застряла — скрин — продвинулась. и так много-много раз.

захотела выгрузить чат из телеги — а у неё mac-версия из app store, экспорт не работает. дальше: «как поставить другую версию», «что такое терминал», «почему brew не найден», «почему телега просит 24 часа ожидания». бесконечный квест.

но в какой-то момент пришло облегчение: не обязательно понимать каждый шаг. иногда нормально просто задать вопрос, получить алгоритм и сделать по инструкции. оно там «между собой» разберётся.

«если вы тоже сидите немного в афиге — вы не одни. и идти через вопросы — правда рабочий способ».

рубрика - истории наших участников, которые делают свои первые шаги в вайбкодинге.

→ будни вайбкодеров  [https://t.me/gptlovers/908]
→  [https://t.me/gptlovers/906]подробности про поток [https://t.me/gptlovers/910]

→ запись на vibe coding 23 марта [https://t.me/gptconf_bot?start=start]"
927,2026-02-17,content_creation,22,"почему гуманитарии получают от AI больше, чем программисты?

MIT исследовали тысячи диалогов с AI. искали корреляцию между техническими навыками и качеством результата. нашли: почти ноль.

зато вылезло другое. лучше всех работают люди, которые умеют чувствовать рассинхрон понимания. замечать, что модель чего-то не поняла. догружать смысл, а не инструкции. менять рамку на лету, а не давить сильнее.

дима мацкевич показал на двух промптах.

boss mode: «напиши текст про Х, структура такая, тон такой» ai posture: «я сам пока не до конца понимаю, что хочу сказать. мне важно донести Х и не звучать Y. давай сначала поразгоняем, а потом соберем текст»

первый даёт гладкий текст. второй — глубокий. потому что модель начинает координироваться, а не выполнять. рамка взаимодействия определяет качество ответа, а не сложность инструкции.

ещё пример: «объясни Х просто» → лекция. «я путаюсь вот тут, кажется смешиваю А и Б, покажи где теряю логику» → координация. из-за этого модель думает вместе с тобой.

принцип: своё состояние, что понимаешь, что нет, где путаешься. 
на потоках мы ещё часто используем слово разгон, когда ты вместе с ai брейнштормишь сначала над своей задачей на верхнем уровне абстракции, а потом приземляешь на конкретные решения. 

→ история для тех, кто переживает, что ai не для него  [https://t.me/gptlovers/926]
→  [https://t.me/gptlovers/906]подробности про поток [https://t.me/gptlovers/910]

→ запись на vibe coding 23 марта [https://t.me/gptconf_bot?start=start]"
950,2026-03-13,business_process|automation_agents|content_creation|meta_skills,17,"у тебя 139 мб свободного места на диске (я освободил 1.2 Гб кешей) 

контекст: делали задачку с клауд кодом. 
задачка никак не была связана с тем, что сделал клауд код в процессе (почистил место) 

мелочь, а приятно! 
и пример очень круто показывает уровень агентности текущих моделей. 

агентность это когда он что-то делает, во что-то упирается, замечает это и не складывает лапки, а сам дальше разбирается и доводит до результата 

на потоке будем работать как раз с claude code и codex - топ 2 агента на текущий момент, которые дают почувствовать быстро потенциал моделей 

нас уже 200+ участников в потоке. через неделю стартуем!

→ сколько мы тратим на агентов и сколько надо для потока [https://t.me/gptlovers/948]
→  [https://t.me/gptlovers/906]подробности про поток [https://t.me/gptlovers/910]

→ запись на vibe coding 23 марта [https://t.me/gptconf_bot?start=start]"
990,2026-04-29,business_process|automation_agents,28,"Люба загрузила в Claude свои анализы, данные с whoop и фотки supplements. ии нашёл то, что пропустил терапевт - скрытый дефицит железа. и заодно объяснил, почему её vo2 max не двигается уже три месяца: организм просто плохо переносит кислород.

у неё впервые появился кто-то, кто прочитал все её данные сразу и нашёл закономерности. 

это рубрика истории участников: 

- Оля автоматизировала свой немецкий бюрократический отчёт - 4 часа в неделю руками. три айтишника на её фирме, которые получают вдвое больше, не смогли. она сделала за вечер

- Участник собрал на codex корпоративный мессенджер для команды за четыре дня. опыта в ai не было совсем

- Мария из Барселоны загрузила в Claude два года переписок с ии - и получила психологический анамнез из своих же слов. а потом разобрала испанско-каталанскую бюрократию по прописке и, кажется, впервые в жизни кайфанула от законодательства

- Василина построила себе second brain. раз в неделю скрипт сам прочёсывает её дневники и говорит: у тебя третий день глубокий сон проседает, может разберёшься уже? я бы сама пропустила, а он нет  

- Лия впервые в жизни что-то завайбкодила - исследовательское приложение для восстановления кораллов в океане (это супер история и мы скоро про неё расскажем) 

вайбкоиднг это не про кодинг. 
думаем, многих эта приставка может отпугивать. вайбкодинг, кодинг агенты и ии это в целом новый подход к тому, как мы выстраиваем свою операционную систему, процессы, решаем рабочие и личные задачи

бюрократия. здоровье. тревожность. отчёты, которые пожирали по четыре часа в неделю. данные, которые лежали мёртвой кучей. идея, до которой годами не доходили руки.

→ подробности про поток [https://t.me/gptlovers/977]
→ на что способен сейчас ai?  [https://t.me/gptlovers/971]

→ запись на vibe coding 25 мая [https://t.me/gptconf_bot?start=s_qn08fylqd03g]"
1001,2026-05-23,business_process|behavior_change|automation_agents|content_creation|meta_skills,13,"2 дня до старта потока по ai и vibe coding

собрали несколько опытов участников прошлого потока: предпринимателей, маркетологов, продактов, людей из закупок, здоровья, образования

у каждого своя работа, свои задачи, свой хаос, свои “давно надо было сделать, но руки не доходили”.

работаю area franchise manager в сети pizzeria — занимаюсь маркетингом, аналитикой и всем, что связано с ростом продаж нескольких ресторанов доставки.

с помощью ai сделал систему обработки отчетов из pos: автоматизировал csv-выгрузки, очистку данных, классификацию адресов и сбор сводных отчетов в google sheets.

о такой системе я мечтал ещё лет 9 назад, но тогда не хватило навыков программирования. ai помог это наконец реализовать

недавно навайбкодил свою первую прогу, которая помогает работать с текстом с точки зрения ограничения по символам. это довольно большая боль для лингвистов, но удалось решить ее за пару вечеров с claude.

в итоге ребята тратят как минимум на 60% меньше времени на проверку длины строк

я пришла на gconf скорее из любопытства — просто посмотреть кейсы, инструменты, понять, что вообще происходит в этой среде. честно говоря, думала, что это всё будет довольно сложно и “для очень технических людей”.

но за последние 3–4 дня произошло забавное превращение.

я поставила себе codex, разобралась с github и даже подружилась с railway.

и в процессе собрала несколько тестовых приложений: → telegram-бот, который рандомно генерирует тренировку для спортзала → веб-сервис для изучения китайских слов → планировщик fun-активностей на месяц вперёд с интеграцией в google calendar

собрала для мамы домашнего “доктора”, но не в стиле гугла, а скорее мини-оркестр из ролей.

там есть главный оркестратор, который читает её medical history, понимает, что за запрос, и дергает нужных специалистов — лаборанта, кардиолога и тд.

она кидает туда фотку анализа / файл / просто пишет вопрос → система собирает “консилиум” → возвращает ей понятный, человеческий отчёт

у кого тоже параллельно штук пять потоков и ощущение, что контекст между ними утекает в песок?

у меня работа, релокация, двое мелких, здоровье — и постоянно возвращаешься к теме и не помнишь, что уже решила неделю назад.

задолбалась и собрала себе штуку: markdown-база, куда складывается всё — цели, решения, паттерны, семья.

кайф в том, что обращаюсь к этому контексту откуда угодно: тг-бот, cowork, claude code, codex. неважно, где сижу — контекст один, и он уже знает, что у меня происходит

я сделала коуч-бота на основе диминого промта, но немножко его под себя сделала.

он у меня сидит в telegram, то есть мне теперь не нужен chat gpt или claude. я просто через telegram общаюсь с этим коучем. он точно так же помнит контекст, если не лучше.

после каждого разговора он делает короткий md-файл саммари автоматом

собрал mvp веб-приложения для сада, назвал “сад вовремя”.

собирал с codex + gpt + pencil через cursor.

обсуждаю с gpt что надо → довожу до ёмкого промта → отдаю в codex → он делает и отдаёт ревью результата → возвращаю в gpt → он анализирует и отдаёт промт на доделки → опять codex допиливает

и таких историй внутри потока всегда очень много.

стартуем 25 мая, 3 недели, $600

на потоке будем искать ваши личные кейсы и проходить путь от я не понимаю, с чего начать до первого опыта: я могу это собрать.

поток - гуманитарий-friendly 🫶

→ подробности про поток [https://t.me/gptlovers/977]

→ запись на vibe coding 25 мая [https://t.me/gptconf_bot?start=s_qn08fylqd03g]"
